candidate_id,control_step,sim_time_s,force_cmd_n,force_sensor_raw_n,force_sensor_filtered_n,force_model_n,force_used_n,sensor_matrix_n,sensor_fault,force_hard_limit_n,pad_u_m,pad_v_m,pad_gap_m,command_clearance_m,surface_normal_x,surface_normal_y,surface_normal_z,link6_axis_x,link6_axis_y,link6_axis_z,pad_outward_axis_x,pad_outward_axis_y,pad_outward_axis_z,normal_alignment_error_deg,target_quat_x,target_quat_y,target_quat_z,target_quat_w,actual_link6_quat_x,actual_link6_quat_y,actual_link6_quat_z,actual_link6_quat_w,actual_pad_quat_x,actual_pad_quat_y,actual_pad_quat_z,actual_pad_quat_w
gate_f5_normal_freeform_final,1,0.05000000074505806,5.7779998779296875,0.0,0.0,0.4122498631477356,0.0,0.0,False,14.0,-0.247977152466774,0.152267187833786,0.2358686625957489,0.06149999052286148,-4.3476706679257404e-08,1.2047328412645442e-10,1.0,0.9929976463317871,0.11407161504030228,-0.030713558197021484,-0.9929977655410767,-0.11407184600830078,0.03071349859237671,88.2399673461914,0.9999696612358093,0.0,0.005949565675109625,-0.0050232894718647,-0.09811154007911682,0.7111476063728333,-0.015816977247595787,0.6959834694862366,-0.5615085959434509,0.5140402913093567,0.4916746914386749,0.42276084423065186
gate_f5_normal_freeform_final,2,0.10000000149011612,5.7779998779296875,0.0,0.0,0.4199356734752655,0.0,0.0,False,14.0,-0.14211441576480865,0.1574649214744568,0.17244720458984375,0.06089998036623001,-0.00011681399337248877,3.377235771040432e-06,1.0,0.9676204323768616,0.08012671023607254,-0.23935341835021973,-0.9676207304000854,-0.08012676239013672,0.23935353755950928,76.14495849609375,0.9999697804450989,0.0,0.005941945593804121,-0.00501292897388339,-0.13626894354820251,0.7753112316131592,-0.05626601725816727,0.6141313314437866,-0.5306139588356018,0.5880144834518433,0.5084409713745117,0.33789893984794617
gate_f5_normal_freeform_final,3,0.15000002086162567,5.7779998779296875,0.0,0.0,0.41999948024749756,0.0,0.0,False,14.0,-0.07074271142482758,0.18396948277950287,0.14637240767478943,0.06029997020959854,-0.0027164563070982695,0.0006382550927810371,0.9999961256980896,0.9445580244064331,0.14344993233680725,-0.2953512668609619,-0.9445581436157227,-0.14345002174377441,0.29535138607025146,72.67301177978516,0.9999698996543884,0.0,0.0059321047738194466,-0.0050015440210700035,-0.1794603019952774,0.7845187187194824,-0.043981511145830154,0.5919375419616699,-0.5454608201980591,0.5858383178710938,0.5236387252807617,0.2916652262210846
gate_f5_normal_freeform_final,4,0.20000006258487701,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,-0.02167096734046936,0.18345442414283752,0.12768906354904175,0.05969996005296707,-0.009385296143591404,0.003367859870195389,0.9999502897262573,0.8820746541023254,0.16123372316360474,-0.44265949726104736,-0.882074773311615,-0.16123366355895996,0.44265973567962646,63.23236846923828,0.999970018863678,0.0,0.005919971968978643,-0.004989131353795528,-0.20290742814540863,0.824717104434967,-0.031890615820884705,0.5269279479980469,-0.5160717368125916,0.6057132482528687,0.5606128573417664,0.22911693155765533
gate_f5_normal_freeform_final,5,0.25000008940696716,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.013982504606246948,0.17838074266910553,0.12389084696769714,0.0590999498963356,-0.012677178718149662,0.006446327548474073,0.9998988509178162,0.7779383659362793,0.2361326515674591,-0.5822831392288208,-0.7779382467269897,-0.23613262176513672,0.5822829008102417,53.80296325683594,0.9999701976776123,0.0,0.005905474536120892,-0.004975688178092241,-0.24231116473674774,0.8558194041252136,0.008584908209741116,0.4569298326969147,-0.49443796277046204,0.5990852117538452,0.6112261414527893,0.1517583429813385
gate_f5_normal_freeform_final,6,0.30000004172325134,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.046572983264923096,0.16873745620250702,0.135536789894104,0.05849993973970413,-0.007567447144538164,0.006907322909682989,0.9999474883079529,0.6804721355438232,0.35587483644485474,-0.6405550241470337,-0.680472195148468,-0.35587477684020996,0.6405550241470337,49.96820068359375,0.9999703764915466,0.0,0.005888540763407946,-0.004961212631314993,-0.2964008152484894,0.8558177947998047,0.06270531564950943,0.4192737936973572,-0.5060582160949707,0.5608152151107788,0.6494939923286438,0.08688446134328842
gate_f5_normal_freeform_final,7,0.3499999940395355,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07516011595726013,0.15109269320964813,0.15511032938957214,0.05789992958307266,0.00475770328193903,0.0028703631833195686,0.9999845623970032,0.5927063822746277,0.495187908411026,-0.6352070569992065,-0.5927063226699829,-0.49518752098083496,0.6352071166038513,50.87931442260742,0.999970555305481,0.0,0.005869096610695124,-0.004945701919496059,-0.363723486661911,0.8278337717056274,0.11885470151901245,0.41020727157592773,-0.5472512245178223,0.501323938369751,0.6694101095199585,0.03286927193403244
gate_f5_normal_freeform_final,8,0.3999999463558197,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.096234530210495,0.11885625123977661,0.1737881600856781,0.05729991942644119,0.014445725828409195,0.0008558966801501811,0.9998952746391296,0.5106310248374939,0.6099287271499634,-0.6060055494308472,-0.5106310844421387,-0.6099287271499634,0.6060057282447815,53.270076751708984,0.9999707341194153,0.0,0.005847068503499031,-0.0049291555769741535,-0.4393783211708069,0.7809926271438599,0.15690456330776215,0.4151844382286072,-0.6042668223381042,0.4412969648838043,0.6631937623023987,-0.017107464373111725
gate_f5_normal_freeform_final,9,0.4499998986721039,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.11553052067756653,0.08643147349357605,0.14618012309074402,0.05669990926980972,0.024781592190265656,0.0019953420851379633,0.9996908903121948,0.33748066425323486,0.5858089923858643,-0.7368407249450684,-0.33748072385787964,-0.5858089923858643,0.7368410229682922,43.357757568359375,0.9999709725379944,0.0,0.005822382401674986,-0.004911571741104126,-0.5377480387687683,0.7610830664634705,0.152212992310524,0.3292578458786011,-0.6130657196044922,0.4305362403392792,0.6457979083061218,-0.1474248319864273
gate_f5_normal_freeform_final,10,0.49999985098838806,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.1218315064907074,0.08108264207839966,0.09615480899810791,0.05609989911317825,0.02926512248814106,0.0025736019015312195,0.9995683431625366,0.04586084187030792,0.5144569277763367,-0.8562886714935303,-0.04586091637611389,-0.514457106590271,0.8562890887260437,31.432695388793945,0.9999712109565735,0.0,0.005794962868094444,-0.004892949480563402,-0.6374539732933044,0.7223550081253052,0.18444672226905823,0.1945119947195053,-0.5882887244224548,0.3803587555885315,0.6412058472633362,-0.3132072389125824
