source_run,surface_profile,path_mode,direction_mode,checkpoint,env,profile_seed,outcome,passes,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,quality_ok,safety_ok
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,1,1097,success,1,75.72252919732352,77.12733002653358,0.10540747278941119,0.08407951651786859,0.7924034381892534,0.711621144037943,0.0,0.0,43.42624526626319,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,2,1194,fail_max_passes,1,66.00559607391747,67.76888039386644,0.11890191088468012,0.0918849842336672,0.9934402356077956,0.8444504922760852,0.31111621522338806,0.2844540253971217,40.627905099984254,False,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,10,1970,success,1,74.8663600772343,76.60111529018697,0.11002717377281761,0.08865674125746148,0.9025728477074183,0.7907883297970448,0.0,0.0,43.289302012371294,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,12,2164,success,1,74.72714556448992,77.11027376238592,0.11091362306144106,0.09087713719752895,0.8811671819943925,0.7865755510271353,0.0,0.0,43.59805731458706,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,5,1485,success,1,73.79050724908589,76.51616958832388,0.1155881250093603,0.09261090610790289,0.8604168121456695,0.7610068178041438,0.0,0.0,41.39399808394178,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,11,2067,success,1,76.64735916711534,77.35629314179579,0.10055515083731006,0.07843776072479333,0.7405712430225885,0.6132644209711595,0.0,0.0,42.36012027984854,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,13,2261,success,1,74.90691056784031,76.7752241392948,0.11381901779479107,0.09291684370905193,0.8508625469181299,0.7336992546912413,0.0,0.0,42.217186073745545,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,15,2455,success,1,76.10902521689701,77.27492309657713,0.101959338799283,0.07998968723864311,0.7344462138736301,0.6616529104876023,0.0,0.0,43.004686803170436,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,9,1873,success,1,70.1857388678226,73.67096396395104,0.11979055661347807,0.09613435639562974,0.9173735269843124,0.8148568166539223,0.1814215573629579,0.1475294895510133,41.987088363785396,True,True
/home/rokey/cacadaca/learning/rl/robot/results/gate_c_factory_crossxy_48_20260831_014100,factory_prepolish,gate_c,cross_xy,model_bc_robot_tesla12p7.pt,14,2358,success,1,69.60129018981556,72.1969584679679,0.11978824220299172,0.09716168934692061,1.0524645854192722,0.9262530145523162,0.454100010040005,0.4341707207166514,41.45691388358439,True,True
